"source","target","flow","weight"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rs/s0/tortellinisalat/Rezepte.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rs/s0/kÃ¼rbis/Rezepte.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rs/s0/zucchinikuchen/Rezepte.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rs/s0/bruschetta/Rezepte.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rs/s0/mirabellen/Rezepte.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rs/s0/gazpacho/Rezepte.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rs/s0/pflaumenkuchen/Rezepte.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rs/s0/kohlrabi/Rezepte.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/rs/s0/sommer/Rezepte.html","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/magazin/artikel/64929782351659-7-tage-7-rezepte-fuer-den-chefkoch-plus-wochenplaner","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/profile/5fd029ee189ff464a3e3ecc69142e981","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/wochenplaner/?ck_source=homepage&amp;ck_element=homepage_sub_lead","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/profile/84d056857061c3d71329cd688cea808a","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/plus","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/profile/84d056857061c3d71329cd688cea808a","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/profile/5fd029ee189ff464a3e3ecc69142e981","INTERNAL_LINK","1"
"C:\Meine Webseiten\freebasis\www.chefkoch.de\index.html","https://www.chefkoch.de/profile/3af15045df2c9e159f0059192cdcdfe4","INTERNAL_LINK","1"
