partner,partner_id,produkt_id,produkt_name,kategorie,provision_typ,provision_wert,waehrung,laufzeit,bemerkung,quelle,tracking_info,status,updated_at
Telekom,100228979,GF_C_3,Glasfaser 600 - MagentaTV Smart,Festnetz,SALE,115.0,EUR,,Connected - Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,GF_C_4,Glasfaser 1.000 - MagentaTV Smart,Festnetz,SALE,120.0,EUR,,Connected - Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,GF_C_5,Glasfaser 150 - MagentaTV SmartStream,Festnetz,SALE,105.0,EUR,,Connected - Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,GF_C_6,Glasfaser 600 - MagentaTV SmartStream,Festnetz,SALE,125.0,EUR,,Connected - Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,GF_C_7,Glasfaser 150 - MagentaTV MegaStream,Festnetz,SALE,110.0,EUR,,Connected - Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,GF_C_8,Glasfaser 600 - MagentaTV MegaStream,Festnetz,SALE,130.0,EUR,,Connected - Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,GF_C_9,Glasfaser 1.000 - MagentaTV MegaStream,Festnetz,SALE,135.0,EUR,,Connected - Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,GF_CU_1,Glasfaser 150 - MagentaTV Smart (LU),Festnetz,SALE,65.0,EUR,,Connected - Bestandsgeschäft LU,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,GF_CU_2,Glasfaser 300 - MagentaTV Smart (LU),Festnetz,SALE,70.0,EUR,,Connected - Bestandsgeschäft LU,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,GF_CU_3,Glasfaser 600 - MagentaTV SmartStream (LU),Festnetz,SALE,75.0,EUR,,Connected - Bestandsgeschäft LU,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,GF_VV_1,Vorvermarktung Glasfaser 150,Festnetz,SALE,50.0,EUR,,Vorvermarktung,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,GF_NV_1,Nachvermarktung Glasfaser 150,Festnetz,SALE,65.0,EUR,,Nachvermarktung,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MTV_N_1,MagentaZuhause S mit MagentaTV Smart / Young,Festnetz,SALE,90.0,EUR,,Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MTV_N_2,MagentaZuhause M mit MagentaTV Smart / Young / Hybrid,Festnetz,SALE,90.0,EUR,,Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MTV_N_3,MagentaZuhause XL mit MagentaTV Smart / Young / Hybrid,Festnetz,SALE,105.0,EUR,,Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MTV_N_4,MagentaZuhause M mit MagentaTV SmartStream / Young,Festnetz,SALE,100.0,EUR,,Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MTV_N_5,MagentaZuhause M mit MagentaTV MegaStream / Young / Hybrid,Festnetz,SALE,120.0,EUR,,Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MTV_N_6,MagentaZuhause XXL Hybrid mit MagentaTV MegaStream,Festnetz,SALE,135.0,EUR,,Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MTV_N_7,MagentaTV Smart ohne Internet,Festnetz,SALE,10.0,EUR,,Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MTV_N_8,MagentaTV SmartStream ohne Internet,Festnetz,SALE,15.0,EUR,,Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MTV_N_9,MagentaTV MegaStream ohne Internet,Festnetz,SALE,20.0,EUR,,Neugeschäft,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MTV_LU_1,MagentaZuhause M mit MagentaTV Smart / Hybrid (LU),Festnetz,SALE,50.0,EUR,,Layer Upgrade,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MTV_LU_2,MagentaZuhause L mit MagentaTV SmartStream (LU),Festnetz,SALE,55.0,EUR,,Layer Upgrade,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MTV_LU_3,MagentaZuhause XL mit MagentaTV MegaStream / Hybrid (LU),Festnetz,SALE,80.0,EUR,,Layer Upgrade,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MTV_LU_4,MagentaZuhause XXL Hybrid mit MagentaTV MegaStream (LU),Festnetz,SALE,90.0,EUR,,Layer Upgrade,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,ZUB_SERV_MR,Servicepaket Mediareceiver MagentaTV One (Miete),Zubuchbar,SALE,10.0,EUR,,Zubuchbar,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_N_1,MagentaMobil S / Young,Mobilfunk,SALE,40.0,EUR,,Neuanschluss,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_N_2,MagentaMobil M / Young,Mobilfunk,SALE,50.0,EUR,,Neuanschluss,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_N_3,MagentaMobil L / Young,Mobilfunk,SALE,50.0,EUR,,Neuanschluss,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_N_4,MagentaMobil XL / Young,Mobilfunk,SALE,55.0,EUR,,Neuanschluss,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_N_5,MagentaMobil M Flex / Young,Mobilfunk,SALE,9.0,EUR,,Neuanschluss,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_N_6,MagentaMobil PlusKarte,Mobilfunk,SALE,40.0,EUR,,Neuanschluss,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_N_7,MagentaMobil PlusKarte+,Mobilfunk,SALE,25.0,EUR,,Neuanschluss,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_N_8,MagentaMobil PlusKarte Kids & Teens,Mobilfunk,SALE,25.0,EUR,,Neuanschluss,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_N_9,MagentaMobil Data S,Mobilfunk,SALE,35.0,EUR,,Neuanschluss,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_N_10,MagentaMobil Data M,Mobilfunk,SALE,40.0,EUR,,Neuanschluss,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_N_11,MagentaMobil Data L,Mobilfunk,SALE,40.0,EUR,,Neuanschluss,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_N_12,MagentaMobil PlusKarte Data,Mobilfunk,SALE,25.0,EUR,,Neuanschluss,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_VVL_1,MagentaMobil XS mit Smartphone,Mobilfunk,SALE,9.0,EUR,,VVL,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_VVL_2,MagentaMobil S mit Smartphone / Young,Mobilfunk,SALE,10.0,EUR,,VVL,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_PRE_1,MagentaMobil Prepaid M,Prepaid,SALE,4.0,EUR,,Prepaid,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_PRE_2,MagentaMobil Prepaid XL,Prepaid,SALE,6.0,EUR,,Prepaid,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_PRE_3,MagentaMobil Prepaid Jahrestarif,Prepaid,SALE,7.0,EUR,,Prepaid,Telekom Profis,,ACTIVE,2026-07-07
Telekom,100228979,MOFU_PRE_4,Smart Connect S Prepaid SIM-Only,Prepaid,SALE,3.0,EUR,,Prepaid,Telekom Profis,,ACTIVE,2026-07-07
