campaign_id,segment_id,partner,content_type,reason,approval_status,created_at
ba540480-36d7-4e20-a64c-e4e6cc1165ff,651adc32-731a-4891-bfc1-d296a4b0e5f8,Check24,PRODUCT_NEWSLETTER,AUTO_GENERATED_FROM_SEGMENT,DRAFT,2026-07-30T16:39:56.462754+00:00
d1a51671-45fe-4757-a92f-90cb8ddba628,651adc32-731a-4891-bfc1-d296a4b0e5f8,Check24,PRODUCT_NEWSLETTER,AUTO_GENERATED_FROM_SEGMENT,DRAFT,2026-07-30T16:40:50.155609+00:00
e121b5d5-c805-4a1d-96f0-0bfdd881044c,651adc32-731a-4891-bfc1-d296a4b0e5f8,Check24,PRODUCT_NEWSLETTER,AUTO_GENERATED_FROM_SEGMENT,DRAFT,2026-07-30T16:52:50.461303+00:00
26d91c83-aedc-49a7-9a82-b4080b715335,651adc32-731a-4891-bfc1-d296a4b0e5f8,Check24,PRODUCT_NEWSLETTER,AUTO_GENERATED_FROM_SEGMENT,DRAFT,2026-07-30T16:53:24.448405+00:00
